question,contexts,answer,predicted_answer,doc_mrr_evaluator,faithfulness,sas_evaluator,precision,recall,f1
What is the estimated total savings for a PV system in Durham under the net metering (flat rate) billing option over the system's useful life of 25 years?,"[Document(id=2dad2590a94f3fba586ae4fb328d0c2da9aa79d01ee312f34f79500933a64c49, content: 'A Residential Customer Guide to Going Solar - RO1-010

The savings shown in Tables 2 and 3 were calc...')]","['$10,614']",10614 dollars,1.0,0.0,0.6161941885948181,tensor(0.8444),tensor(0.8111),tensor(0.8274)
What is the address of Ramba Consulting Group?,"[Document(id=8034be35e049617f76eea4623a97333a40f5c8255e1d1a76732f257ac9c6dd0e, content: '10/10/2019

Ramba Consulting Group LLC - Firm Detail - Lobbyist Registration

Motorola Solutions, In...')]",['120 S Monroe St Tallahassee FL 32301'],100 College Blvd E Niceville FL 32578-1347,1.0,0.0,0.5742562413215637,tensor(0.8543),tensor(0.8340),tensor(0.8440)
What is the average annual growth rate of regional load across the Western Interconnection from 2020 to 2026?,"[Document(id=a648b7309f83c351dbbd305d7495b6f442d84afc1eac9dd31bd8a5dcde477c8d, content: 'Western Interconnection BPS Dynamics

woodmac.com

Load growth will increase power generation needs ...')]",['0.6% per year'],"0.6% per year

    ",1.0,0.0,0.8650546669960022,tensor(0.9741),tensor(0.9352),tensor(0.9543)
What is different about PG&E's pipeline constraints and operating conditions compared to Southern California Gas Company?,"[Document(id=9547d652084858f10b5681a9b81137f1662fd75fc6c14451b280bb84e3668a29, content: 'wi

SHOULD OFO RULES BE CONSISTENT STATEWIDE?

> Current PG&E’s OFO rules appear to be working effec...')]","[""PG&E's physical pipeline constraints and operating conditions are different than SCG""]", PG&E's physical pipeline constraints and operating conditions are different than SCG.,1.0,0.0,0.9462229013442993,tensor(0.9558),tensor(0.9418),tensor(0.9488)
What are some companies and their locations listed on the page?,"[Document(id=521d7ee0145a40086624fe3046b0b39418418808bafb3a1d6a7783197a665196, content: '10/10/2019

The Mayernick Group LLC - Firm Detail - Lobbyist Registration
United States Sugar Corpor...')]","['United States Sugar Corporation, 111 Ponce De Leon Ave, Clewiston FL 33440', 'Walmart, 702 SW 8th St, Bentonville AR 72716', 'Wal-Mart Stores, Inc, 702 SW 8th St. MW 215, Bentonville AR 72716-6209', 'Water & Soil Solutions, LLC, 16112 E Duran Rd, Loxahatchee FL 33470-7890', 'Watershed Technologies, LLC, 3208 Westchester Dr, Cocoa FL 32926']","1) The Mayernick Group LLC, 3717 Apalachee; 2) Diverse Computing Inc., 100 W Liberty St; 3) Eldorado Resorts, Inc., Florida; 4) Florida Alcohol & Drug Abuse Association, Inc, Florida; 5) Florida for Care, Florida; 6) Florida Health Care Association, Florida; 7) Florida Medical Association, Florida; 8) Florida Network of Youth and Family Services, Inc, Florida; 9) Florida Optometric Association, Parkway #102 Tallahaassee FL;",0.0,1.0,0.38503456115722656,tensor(0.8125),tensor(0.8007),tensor(0.8066)
What is the average OPEC spare production capacity for the years 2014-2023?,"[Document(id=3d8816376d8f6532aee22681f3ecbf08887497510c688a5ea2daf66a14326949, content: 'Global Oil Markets

Global oil prices and inventories

The spot price of Brent crude oil averaged $9...')]",['2.8 million barrels per day'],2.8 million barrels per day (b/d),1.0,0.0,0.8411802649497986,tensor(0.9110),tensor(0.9221),tensor(0.9165)
How did the average miles per shipment for single modes change from 1997 to 2007?,"[Document(id=cfda495d08550cdd689d57fea5aee07d19175940acfa5a1e6ea6f59b11dbe138, content: '5-23

Industries covered by the 2007 Commodity Flow Survey (CFS) accounted for 3.3 trillion ton-mile...')]","['For truck, it increased from 144 to 206 miles, for rail it increased from 485 to 599 miles.']","2.7%

    ",1.0,0.0,0.18253186345100403,tensor(0.8619),tensor(0.7916),tensor(0.8252)
What are the specific topics mentioned related to the national energy policy options?,"[Document(id=a318cf875cc58461d7f29f8c648a805f3a5971b119cec2ddb0f93412f32845af, content: 'DION mail

el) Beschen/OU=EE/O=DOEG@DOE>---<Last BTS NEP Option Paper cane e ee nee nee Message body...')]","['volume purchasing', 'weatherization']","1) Existing nuclear power plants, 2) Expansion of nuclear power, 3) Fukushima incident's impact on U.S. nuclear energy, 4) Public opinion, 5) Government support for nuclear power, 6) Loan guarantees, 7) Carbon pricing framework.

    ",0.0,0.0,0.25384071469306946,tensor(0.7918),tensor(0.7992),tensor(0.7955)
What types of highway improvements are listed for US 150 in Champaign County?,"[Document(id=eb5c2f85448a351bd79a8ebc646c20da1d460d09e84580d1edc03bacc4a3fdf1, content: 'FY 2024-2029 Rebuild Illinois Highway Improvement Program

District 5

State Highways
Route / Street...')]","['DESIGNED OVERLAY', 'ADA IMPROVEMENTS', 'BRIDGE DECK OVERLAY', 'BRIDGE REPAIR', 'STANDARD OVERLAY', 'WIDENING EXISTING PAVEMENT', 'INTERSECTION IMPROVEMENT', 'TRAF SIGNAL MODERNIZATION', 'UTILITY ADJUSTMENT']","1) Overlay, 2) ADA improvements, 3) Bridge deck overlay, 4) Bridge repair, 5) Standard overlay, 6) Widening existing pavement, 7) Intersection improvement, 8) Traffic signal modernization, 9) Utility adjustment.",1.0,0.0,0.9028727412223816,tensor(0.8317),tensor(0.8235),tensor(0.8276)
What fuel type had the highest average hourly generation in 2019 according to the chart?,"[Document(id=8c05d858e7d1f0264b5f15968d1ebbaa8361340c2f43b30c33ada08a49566945, content: '2019 Average Hourly Generation by Fuel Type

35,000 |Nuclear Bio Geothermal “Solar Wind mHydro mNatu...')]",['Natural Gas'],"35,000 MW",1.0,0.0,0.15385431051254272,tensor(0.7761),tensor(0.7914),tensor(0.7837)
What are the potential impacts of high geothermal fluid production rates compared to recharge rates?,"[Document(id=7ccb9ed8ff80e99db3740a6f0ddb6f96ad979a0248d0bff7be3a8847edda9b61, content: 'Chapter 8 Environmental Impacts, Attributes, and Feasibility Criteria

between 30-35 times the surfa...')]","['formation may experience consolidation', 'lowering of the surface elevation', 'surface subsidence']"," Subsidence (surface lowering).

    ",1.0,1.0,0.5873264074325562,tensor(0.8782),tensor(0.8525),tensor(0.8652)
What is the expected revenue for the power production company in the given quarter?,"[Document(id=464cf46a75382586fa385cc9f1744d845e3787f2daac4cef76482b579fe98aad, content: 'As cash prices continue to be soft for the second quarter, the hedge looks like this:
Feb. 1 Mar. 27...')]","['$518,880']","518,880 dollars",1.0,0.0,0.8027914762496948,tensor(0.8917),tensor(0.8716),tensor(0.8815)
Why does the ground appear warmer than the panels in the thermal image?,"[Document(id=13bbaa393c20f063097313cef6f9a8a320b9ff6e40214e750315990171f287a5, content: 'An example of a thermal image taken for the whole plant is shown in Figure 17. More high- resolution...')]","['image shows blackbody radiation temperature, not absolute thermodynamic temperature', 'it is conceivable that the ground is radiating more than the panels']"," The image shows blackbody radiation temperature, not absolute thermodynamic temperature.

     ",1.0,1.0,0.5643088221549988,tensor(0.9640),tensor(0.8898),tensor(0.9254)
What is the altitude operating limit for these models?,"[Document(id=c45c974940e09dd319d236b3815dd07ae48eda4b14ed4c6691da2d155536f566, content: 'Physical Specifications

Physical Specifications
SW 2524 120/240 SW 4024 120/240 SW 4048 120/240 LxW...')]","['6,562 ft. (2,000 m)']","6,562 ft. (2,000 m)",1.0,0.0,0.8149625062942505,tensor(0.9535),tensor(0.9050),tensor(0.9286)
What are the strategies and recommendations for early notification and coordination in Texas?,"[Document(id=9f11121785731f4cddfa738f258b1af1c12be6c3a2f8c5ce94df3f5f5f3101cd, content: 'EARLY NOTIFICATION AND COORDINATION

Strategies and recommendations for implementation include the f...')]","['Implement and maintain the geodatabase of energy developments in Texas', 'Implement interagency cooperation agreements with other agencies', 'Improve communication and coordination with energy developers', 'Implement additional proactive mechanisms to learn about energy developments', 'Work with TxDPS to improve traffic safety and protect the transportation infrastructure']","1. Implement and maintain the geodatabase of energy developments, 2. Implement interagency cooperation agreements, 3. Improve communication and coordination with energy developers, 4. Implement additional proactive mechanisms to learn about energy developments, 5. Work with TxDPS to improve traffic safety and protect the transportation infrastructure.",1.0,0.0,0.8831813335418701,tensor(0.9563),tensor(0.9414),tensor(0.9488)
What measures have been taken to improve security at nuclear power plants since 9/11?,"[Document(id=4a2898531fc133b3838e33341136891bb2e144646b4da28f12d538d6653fa52a, content: '‘The Future of Nuclear Power in the United States

February 2012

tance to assaults and accidents. A...')]","['The Design Basis Threat has been increased', 'force on force exercises by the NRC are now being done every three years instead of every eight years']","1. DBT (Design Basis Threat) has been increased.
           2. NRC force on force exercises are now conducted every 3 years.

    ",1.0,0.0,0.7467482089996338,tensor(0.8526),tensor(0.9131),tensor(0.8818)
In which county are the Greenmount Road projects located?,"[Document(id=f95bc20f333ffa6abfc9a89b3ea3781531344bed1d4dcb0f0758f0239aa7bce6, content: 'FY 2024-2029 Rebuild Illinois Highway Improvement Program

District 8

State Highways
Route / Street...')]",['St. Clair'],"2

    ",0.0,0.0,0.09052011370658875,tensor(0.8730),tensor(0.8205),tensor(0.8459)
What does the activity coefficient represent for a species in solution?,"[Document(id=bbfbb04620381fb11d55ef127b72b21cfbb4b361b581049a22aae951881c6e30, content: '13.3. Simplifications: Raoult’s Law, Modified Raoult’s Law, and Henry’s Law

to) 1 aa)

Constant T, ...')]","['the ratio of its actual fugacity to the value given by the Lewis/Randall rule at the same T, P, and composition']"," Activity coefficient represents the ratio of the actual fugacity to the value given by the Lewis/Randall rule at the same T, P, and composition.",1.0,0.0,0.6085310578346252,tensor(0.9643),tensor(0.9630),tensor(0.9636)
How is China's energy intensity expected to change between 2012 and 2040 for the chemical industry?,"[Document(id=9b02dee880bd3a51f099f1c8f2d5e1f86e52607b05bedd9c88be3eba0fa62445, content: 'times higher in the mid-1990s. That progress was interrupted from 2000 to 2005, however, when aggres...')]","['not expected to be significant', 'overall intensity improvement at only 15%']","15% improvement

    ",1.0,0.0,0.5711185932159424,tensor(0.9036),tensor(0.8182),tensor(0.8588)
What is the cooling system used in the roof of the building?,"[Document(id=89003deede528f042728ba0802dac4a63ad88823392f29555611931fb2072706, content: 'Bldg. 968 Fuel System Maintenance Dock

e Building structured like:

e Bay dimension: ~160’x120’

e ...')]","[""Eight evaporative coolers in the roof -4' cube (18,000-20,000 CFM)""]","4 evaporative coolers

    ",1.0,0.0,0.648890495300293,tensor(0.9328),tensor(0.8085),tensor(0.8662)
What are the different ways AC Support behaves depending on the equipment installed with the Conext SW?,"[Document(id=bef5ada59a3bd8b3eeb7eadc21456fdda4c6a1d765b06aecc09417ab49c0b89d, content: 'Introduction

Conext SW to support local loads by converting excess power from external DC sources c...')]","['SOC - Xanbus-enabled Conext Battery Monitor is installed', 'Enhanced - Xanbus-enabled MPPT solar charge controller is installed', 'Regular - neither Xanbus-enabled battery monitor nor MPPT solar charge controller is installed']","1) e SOC - Xanbus-enabled Conext Battery Monitor is installed, 2) e Enhanced - Xanbus-enabled MPPT solar charge controller is installed, 3) e Regular - neither Xanbus-enabled battery monitor nor MPPT solar charge controller is installed.

    ",1.0,0.0,0.9047104120254517,tensor(0.9287),tensor(0.9446),tensor(0.9366)
What could cause the 'Transformer Temp unreadable' fault?,"[Document(id=32b349b2ebae2805a4b86afd79a4ba5d9af2e457d11a24a20483da743b27f7f3, content: 'Troubleshooting

Table 5-3 Fault Detection Messages
Code Message Type Cause Solution Fo7 Watchdog er...')]",['Temperature sensor is damaged'], Damaged sensor. Solution: Service required.,1.0,0.0,0.6786037683486938,tensor(0.8972),tensor(0.8666),tensor(0.8817)
What are some examples of microgrid controller research and development?,"[Document(id=904a7c1d64ed38efc0b6f6fa5bce53fa916fb6daebba74cd56a3db3578b4ca3d, content: 'Office of Electricity TRAC Program - Solid State Power Substation Technology Roadmap

system. Intero...')]","['CERTS microgrid controller using plug-and-play and peer-to-peer concepts', 'CSEISMIC microgrid controller with advanced functions and electric power system interaction', 'VOLTTRON open-source software platform for load and energy resource coordination within buildings']","1) CERTS’ microgrid controller, 2) CSEISMIC® microgrid controller, 3) VOLTTRON® software platform

    ",1.0,0.0,0.723689615726471,tensor(0.8914),tensor(0.8640),tensor(0.8775)
What are some recent advances in HVDC system controllers?,"[Document(id=904a7c1d64ed38efc0b6f6fa5bce53fa916fb6daebba74cd56a3db3578b4ca3d, content: 'Office of Electricity TRAC Program - Solid State Power Substation Technology Roadmap

system. Intero...')]","['providing frequency response and voltage support', 'plug-and-play functionality to lower installation costs', 'smart functionality to provide grid support', 'intelligent controllers to optimize battery charging/discharging']"," New controllers and methods are being developed for HVDC systems that enable grid support functions and management of power transfers, such as providing frequency response and voltage support.

    ",1.0,0.0,0.4418524503707886,tensor(0.8824),tensor(0.8561),tensor(0.8690)
How can the 'Dead Battery Detected' error be resolved?,"[Document(id=32b349b2ebae2805a4b86afd79a4ba5d9af2e457d11a24a20483da743b27f7f3, content: 'Troubleshooting

Table 5-3 Fault Detection Messages
Code Message Type Cause Solution Fo7 Watchdog er...')]","['Both Line 1 and Line 2 must qualify to charge the battery', 'Recharge the battery with an external charging device', 'If the error persists, then the battery may be defective', 'Replace the battery']"," Recharge the battery with an external charging device. If the error persists, then the battery may be defective. Replace the battery.",1.0,0.0,0.7791993618011475,tensor(0.9570),tensor(0.8867),tensor(0.9205)
What types of communication expenses are listed on Schedule E?,"[Document(id=5e2ca319ccb581167f7e2d97163909573cd36e8fe9131987d30eb82f09b96890, content: 'SCHEDULE E - COMMUNICATION EXPENSES

PURPOSE: 1° report the costs of the preparation and distributio...')]","['Printed Materials', 'Postage', 'Film, Slides, Video, Audio', 'TV - Network', 'TV - Cable', 'Radio', 'Other Broadcast Medium', 'Internet', 'Telephone, Facsimile', 'Pro Rata Overhead Costs of Specific Events Over $100', 'Other']","1. Printed materials
               2. Postage
               3. Film, slides, video, audio
               4. TV - Network
               5. TV - Cable
               6. Radio
               7. Other Broadcast Medium
               8. Internet
               9. Telephone, Facsimile",1.0,0.0,0.6766152381896973,tensor(0.7225),tensor(0.8357),tensor(0.7750)
What are some challenges mentioned regarding the large-scale implementation of electric vehicles?,"[Document(id=ec81ed65b7cf4b13689c66a57860aeebafa011ed4df018619060a59b216a26ef, content: 'The automotive industry has stated that lead-acid batteries will still be used for 12V auxiliary pow...')]","['issues relating to charging infrastructure', 'potential logistical, economic and physical impacts of massive multiple vehicle charging on utility supply']","1) Charging infrastructure, 2) Logistical, economic and physical impacts of massive multiple vehicle charging on utility supply through the grid.

    ",1.0,0.0,0.8219856023788452,tensor(0.9298),tensor(0.9252),tensor(0.9275)
What is one of the reasons mentioned for the United States to be concerned about the security of its energy supply according to the passage?,"[Document(id=226609fa438d8eee2d360ed3e855938f22750e84ddd58392655b9c151b815cd0, content: '|

|

Chapter 1 Synopsis and Executive Summary

Synopsis

Scope: FN comprehensive assessment of enha...')]","['growth in demand, as a result of an increasing U.S. population, along with increased electrification of our society']"," Fukushima raised concerns about the safety of existing US reactors, particularly those of the same design as the Japanese reactors.

    ",0.0,0.0,0.265945702791214,tensor(0.8705),tensor(0.8586),tensor(0.8645)
What are some key goals and requirements related to renewable energy integration in California?,"[Document(id=0ae11597a5dbe008198870d8bdaf6aa3b59846549f8a033d42579c7ca8f56dd9, content: '1 Introduction

1.1 Solar PV Integration Challenges

Although utility-scale solar photovoltaic (PV) ...')]","['California state legislature passed Senate Bill 350 requiring utilities to produce 50% of electricity sales from renewable sources by 2030', ""Senate Bill 100 increased the RPS to 60% by 2030 and required all the state's electricity to come from carbon-free resources by 2045"", 'California operators will need to find additional ways to balance generation and load to manage the variability of increased renewable generation']","50% RPS by 2030, 60% RPS by 2030, and 100% carbon-free resources by 2045

    ",1.0,0.0,0.49206823110580444,tensor(0.9101),tensor(0.8372),tensor(0.8721)
Which country is Leszek Twardy's organization located in?,"[Document(id=bfad6e9945055bd7bd4a441dfb728bcace91bcb56ca5e82f8c2d52963886dcad, content: 'Tamari, A. Todorov, T. Twardy, L. Urbancic, A. Viadescu, A. Ministry of Energy 216, Jaffa Street P.O...')]",['Poland']," Israel

    ",1.0,0.0,0.37828928232192993,tensor(0.8646),tensor(0.7853),tensor(0.8230)
How is the Authority addressing concerns related to the San Francisco to San Jose environmental document?,"[Document(id=360753a8ab07b43a4f99cefbb4ace83625aaf97b8176fcd3d27154c9f30cb416, content: 'CHAPTER 5: MANAGEMENT OF KEY ISSUES

CURRENT ENVIRONMENTAL LITIGATION

A program of this nature will...')]","['worked consistently with the City of Brisbane', 'from the inception to its completion to address concerns', 'considers the City of Brisbane to be a critical partner']", The Authority is confident it will prevail in the litigation and continues discussions with the City to address how they may partner on the project.,1.0,0.0,0.4496883153915405,tensor(0.8678),tensor(0.8574),tensor(0.8626)
